fecha,humedad_media_dia,humedad_min_dia,humedad_max_dia,temp_suelo_media_dia,temp_suelo_min_dia,temp_suelo_max_dia,bateria_media_dia_mv,panel_solar_media_dia_mv,variacion_humedad_dia,n_registros_dia
2024-06-27,25.5896875,25.5475,25.6475,24.851145833333334,23.11,26.52,6706.791666666667,5833.0,0.10000000000000142,24
2024-06-28,25.46802083333333,25.4,25.534999999999997,24.3721875,22.8,25.1,6704.708333333333,5758.125,0.134999999999998,24
2024-06-29,25.362239583333334,25.3275,25.395,23.863072916666667,21.9,25.18,6697.75,5631.75,0.067499999999999,24
2024-06-30,25.289485294117647,25.27125,25.31375,23.62566176470588,21.42,25.57,6683.35294117647,5640.705882352941,0.042500000000000426,17
2024-07-01,25.2446875,25.2375,25.2575,24.631875,23.63,28.53,6754.875,6390.5,0.019999999999999574,8
2024-07-02,25.226822916666666,25.19875,25.25875,24.767239583333335,23.44,30.06,6701.125,5443.333333333333,0.05999999999999872,24
2024-07-03,25.199166666666667,25.17125,25.225,25.38682291666667,23.8,31.14,6703.5,5315.458333333333,0.05375000000000085,24
2024-07-04,25.15546875,25.1175,25.2025,25.99203125,24.03,31.95,6701.916666666667,5277.541666666667,0.08500000000000085,24
2024-07-05,25.07229166666667,24.9925,25.112499999999997,26.51625,24.38,32.0,6707.833333333333,5463.625,0.11999999999999744,24
2024-07-06,24.96411458333333,24.924999999999997,24.99625,26.43223958333333,24.74,29.71,6695.541666666667,5497.125,0.0712500000000027,24
2024-07-07,24.877760416666664,24.82125,24.91375,26.099114583333332,24.27,29.32,6703.083333333333,5656.833333333333,0.09250000000000114,24
2024-07-08,24.788749999999997,24.759999999999998,24.822499999999998,25.95958333333333,23.99,29.72,6701.666666666667,5499.541666666667,0.0625,24
2024-07-09,24.709791666666664,24.67375,24.74,26.03322916666667,24.15,30.42,6701.458333333333,5492.0,0.06625000000000014,24
2024-07-10,24.644895833333333,24.619999999999997,24.6725,26.3321875,24.86,31.68,6697.541666666667,5429.25,0.05250000000000199,24
2024-07-11,24.601041666666664,24.575,24.6275,26.894270833333334,25.09,32.9,6699.375,5305.333333333333,0.05250000000000199,24
2024-07-12,24.551822916666666,24.495,24.590000000000003,27.476354166666667,25.32,32.77,6703.875,5245.875,0.09500000000000242,24
2024-07-13,24.454635416666665,24.38875,24.485,27.562239583333334,25.62,31.83,6703.5,5460.958333333333,0.09624999999999773,24
2024-07-14,24.353333333333335,24.29875,24.395,27.37244791666667,25.64,31.48,6699.541666666667,5426.75,0.09625000000000128,24
2024-07-15,24.26125,24.2275,24.30125,27.195520833333333,24.98,31.49,6695.416666666667,5385.958333333333,0.07375000000000043,24
2024-07-16,24.20239583333333,24.155,24.228749999999998,27.392447916666665,25.95,32.18,6698.375,5290.625,0.07374999999999687,24
2024-07-17,24.118750000000002,24.0775,24.1675,27.402604166666663,25.39,32.32,6697.291666666667,5319.25,0.08999999999999986,24
2024-07-18,24.050625,24.02875,24.07625,27.43161458333333,26.1,30.07,6697.041666666667,5144.208333333333,0.047500000000002984,24
2024-07-19,24.004270833333333,23.9725,24.03375,27.32703125,25.36,32.72,6694.541666666667,5273.25,0.06125000000000114,24
2024-07-20,23.960624999999997,23.94,23.997500000000002,27.844739583333332,26.22,33.28,6696.125,5304.458333333333,0.057500000000000995,24
2024-07-21,23.904010416666665,23.88,23.94625,28.163020833333334,26.39,33.02,6696.958333333333,5271.833333333333,0.06625000000000014,24
2024-07-22,23.833072916666666,23.812499999999996,23.87875,28.224427083333335,26.6,33.25,6693.583333333333,5183.958333333333,0.0662500000000037,24
2024-07-23,23.77859375,23.76125,23.8125,28.42713541666667,26.73,34.08,6691.75,5170.375,0.051249999999999574,24
2024-07-24,23.702760416666667,23.682499999999997,23.75875,28.533645833333335,26.84,34.45,6690.291666666667,5228.583333333333,0.0762500000000017,24
2024-07-25,23.636041666666667,23.6,23.68625,28.852864583333332,26.97,34.25,6696.75,5191.5,0.08624999999999972,24
